iata_code,name,municipality,latitude_deg,longitude_deg,iso_country
OCA,Ocean Reef Club Airport,Key Largo,25.325399,-80.274803,US
WKK,Aleknagik / New Airport,Aleknagik,59.2826004028,-158.617996216,US
BBQ,Burton-Nibbs International Airport,Codrington,17.621194,-61.798347,AG
HIR,Honiara International Airport,Honiara,-9.428,160.054993,SB
MUA,Munda Airport,Munda,-8.32797,157.263,SB
INU,Nauru International Airport,Yaren,-0.547893,166.919525,NR
WFR,(Duplicate)Wolf's Fang Runway,Queen Maud Island,-71.5264,8.799459,AQ
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,38.748317,105.58416,CN
VMU,Baimuru Airport,Baimuru,-7.496955,144.821756,PG
BUA,Buka Airport,Buka Island,-5.422299,154.672698,PG
OPU,Balimo Airport,Balimo,-8.05000019073,142.932998657,PG
CMU,Chimbu Airport,Kundiawa,-6.024290084838867,144.9709930419922,PG
DAU,Daru Airport,Daru,-9.08676,143.207993,PG
GKA,Goroka Airport,Goronka,-6.081689834590001,145.391998291,PG
GUR,Gurney Airport,Gurney,-10.3114995956,150.333999634,PG
PNP,Girua Airport,Popondetta,-8.80453968048,148.309005737,PG
HKN,Hoskins Airport,Kimbe,-5.463846,150.407327,PG
KMA,Kerema Airport,Kerema,-7.96361017227,145.770996094,PG
KVG,Kavieng Airport,Kavieng,-2.57940006256,150.807998657,PG
MAG,Madang Airport,Madang,-5.20707988739,145.789001465,PG
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,-5.828212,144.299412,PG
MDU,Mendi Airport,Mendi,-6.14774,143.656998,PG
MAS,Momote Airport,Manus Island,-2.06189,147.423996,PG
LAE,Nadzab Tomodachi International Airport,Lae,-6.567995,146.726544,PG
POM,Port Moresby Jacksons International Airport,Port Moresby,-9.44338035583496,147.22000122070312,PG
RAB,Tokua Airport,Kokopo,-4.34046,152.380005,PG
VAI,Vanimo Airport,Vanimo,-2.6926,141.3028,PG
WBM,Wapenamanda Airport,Wapenamanda,-5.635293,143.892231,PG
WWK,Wewak International Airport,Wewak,-3.58383011818,143.669006348,PG
ZXT,Zabrat Airport,Zabrat,40.494884,49.977065,AZ
BCW,Benguera Island Airport,Benguera Island,-21.8533,35.438301,MZ
JAM,Bezmer Air Base,Bezmer,42.454899,26.3522,BG
JEG,Aasiaat Airport,Aasiaat,68.721802,-52.784698,GL
UAK,Narsarsuaq International Airport,Narsarsuaq,61.1605,-45.425999,GL
CNP,Neerlerit Inaat Airport,Neerlerit Inaat,70.743103,-22.650499,GL
GOH,Nuuk International Airport,Nuuk,64.191066,-51.67914,GL
JAV,Ilulissat Airport,Ilulissat,69.243202,-51.057098,GL
KUS,Kulusuk Airport,Kulusuk,65.573601,-37.1236,GL
NAQ,Qaanaaq Airport,Qaanaaq,77.488602,-69.388702,GL
SFJ,Kangerlussuaq International Airport,Kangerlussuaq,67.010446,-50.715294,GL
JHS,Sisimiut Airport,Sisimiut,66.951302,-53.729301,GL
THU,Pituffik Space Base,Pituffik,76.53063,-68.700541,GL
AEY,Akureyri International Airport,Akureyri,65.656573,-18.072018,IS
EGS,Egilsstaðir Airport,Egilsstaðir,65.2833023071289,-14.401399612426758,IS
GRY,Grímsey Airport,Grímsey/Sandvík,66.5458,-18.0173,IS
HFN,Hornafjörður Airport,Höfn,64.295601,-15.2272,IS
HZK,Húsavík Airport,Húsavík,65.952301,-17.426001,IS
IFJ,Ísafjörður Airport,Ísafjörður,66.058098,-23.1353,IS
KEF,Keflavik International Airport,Reykjavík,63.985001,-22.6056,IS
OLI,Rif Airport,Rif,64.9114,-23.823099,IS
RKV,Reykjavík Domestic Airport,Reykjavík,64.128732,-21.93759,IS
SIJ,Siglufjörður Airport,Siglufjörður,66.137847,-18.908157,IS
VEY,Vestmannaeyjar Airport,Vestmannaeyjar,63.42430114746094,-20.27890014648437,IS
PRN,Priština Adem Jashari International Airport,Prishtina,42.5728,21.035801,XK
VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista,-14.907885,-40.914804,BR
BTZ,Betong International Airport,Betong,5.79,101.15,TH
TXC,Orsha Airport - Balbasovo Air Base,Orsha,54.439999,30.2967,BY
CUK,Caye Caulker Airport,Caye Caulker,17.735015,-88.032862,BZ
CYC,Caye Chapel Airport,Caye Chapel,17.683792,-88.044985,BZ
CZH,Corozal Airport,Corozal,18.3822,-88.411903,BZ
DGA,Dangriga Airport,Dangriga,16.98251,-88.230988,BZ
SJX,Sartaneja Airport,Sartaneja,18.3561,-88.130798,BZ
SPR,John Greif II Airport,San Pedro,17.9139,-87.9711,BZ
TZA,Sir Barry Bowen Municipal Airport,Belize City,17.517239,-88.195775,BZ
BZB,Bazaruto Island Airport,Bazaruto Island,-21.5411,35.4729,MZ
YAA,Anahim Lake Airport,Anahim Lake,52.451501,-125.303776,CA
XQU,Qualicum Beach Airport,Qualicum Beach,49.337456,-124.393086,CA
YZA,Cache Creek-Ashcroft Regional Airport,Cache Creek,50.775258,-121.321314,CA
ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,52.185001,-128.156994,CA
HSC,Shaoguan Danxia Airport,Shaoguan,24.9786,113.420998,CN
JGS,Jinggangshan Airport,Ji'an,26.856899,114.737,CN
JNH,Jiaxing Airport / Jiaxing Air Base,"Xiuzhou, Hangzhou",30.705535,120.679779,CN
WHN,Wuhan Hannan Municipal Airport,Wuhan (Hannan),30.25521,114.062805,CN
NAY,Beijing Nanjiao Military Airport,Beijing,39.48595,116.37236,CN
DDR,Rikaze Dingri Airport,Xigazê (Dingri),28.604567,86.798,CN
HQL,Tashikuergan Hongqilafu Airport,Tashikuergan,37.661333,75.288877,CN
APJ,Ali Pulan Airport,Burang Town,30.397898,81.13317,CN
ZAT,Zhaotong Zhaoyang Airport （Not fully opened),Zhaotong,27.205843,103.691511,CN
BFY,Bengbu Tenghu Airport (U.C.),Bengbu,33.165808,117.057295,CN
YAG,Fort Frances Municipal Airport,Fort Frances,48.655749,-93.44349,CA
YAH,La Grande-4 Airport,La Grande-4,53.754699707,-73.6753005981,CA
YAM,Sault Ste Marie Airport,Sault Ste Marie,46.483216,-84.508467,CA
XKS,Kasabonika Airport,Kasabonika,53.52470016479492,-88.6427993774414,CA
YAY,St. Anthony Airport,St. Anthony,51.391909,-56.08321,CA
YAZ,Tofino / Long Beach Airport,Tofino,49.079833,-125.775583,CA
YBC,Baie-Comeau Airport,Baie-Comeau,49.1325,-68.204399,CA
QBC,Bella Coola Airport,Bella Coola,52.387501,-126.596001,CA
YBY,Bonnyville Airport,Bonnyville,54.304199,-110.744003,CA
YBG,Saguenay-Bagotville Airport,Saguenay,48.330123,-70.992012,CA
YBK,Baker Lake Airport,Baker Lake,64.29889678960001,-96.077796936,CA
YBL,Campbell River Airport,Campbell River,49.950802,-125.271004,CA
YBR,Brandon Municipal Airport,Brandon,49.91,-99.951897,CA
YBX,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,51.4436,-57.185299,CA
YCB,Cambridge Bay Airport,Cambridge Bay,69.1081008911,-105.138000488,CA
YCC,Cornwall Regional Airport,Cornwall,45.092637,-74.567724,CA
YCD,Nanaimo Airport,Nanaimo,49.05497,-123.869863,CA
YCE,Centralia / James T. Field Memorial Aerodrome,Huron Park,43.285599,-81.508301,CA
YCG,Castlegar/West Kootenay Regional Airport,Castlegar,49.296398,-117.632004,CA
YCH,Miramichi Airport,Miramichi,47.007801,-65.449203,CA
YCL,Charlo Airport,Charlo,47.990799,-66.330299,CA
YCN,Cochrane Airport,Cochrane,49.10559844970703,-81.01360321044922,CA
YCQ,Chetwynd Airport,Chetwynd,55.687198638916016,-121.6269989013672,CA
YDA,Dawson City Airport,Dawson City,64.04309844970703,-139.1280059814453,CA
YDB,Burwash Airport,Burwash Landing,61.371101,-139.041,CA
YDF,Deer Lake Airport,Deer Lake,49.208159,-57.396147,CA
XRR,Ross River Airport,Ross River,61.9706001282,-132.42300415,CA
YDN,Dauphin Barker Airport,Dauphin,51.1008,-100.052002,CA
YDO,Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,48.7785,-72.375,CA
YDQ,Dawson Creek Airport,Dawson Creek,55.741245,-120.183263,CA
YEG,Edmonton International Airport,Edmonton,53.3097,-113.580002,CA
YEL,Elliot Lake Municipal Airport,Elliot Lake,46.351398468,-82.5614013672,CA
YEM,Manitoulin East Municipal Airport,Sheguiandah,45.842435,-81.857595,CA
YEN,Estevan Airport,Estevan,49.2103004456,-102.966003418,CA
YET,Edson Airport,Edson,53.5788993835,-116.464996338,CA
YEV,Inuvik Mike Zubko Airport,Inuvik,68.30419921880001,-133.483001709,CA
YEY,Amos/Magny Airport,Amos,48.563903,-78.249702,CA
YFB,Iqaluit Airport,Iqaluit,63.756402,-68.555801,CA
YFC,Fredericton International Airport,Fredericton,45.868697,-66.529891,CA
YFE,Forestville Airport,Forestville,48.74610137939453,-69.09719848632812,CA
YTM,Mont-Tremblant International Airport,La Macaza,46.409401,-74.779999,CA
YFR,Fort Resolution Airport,Fort Resolution,61.1808013916,-113.690002441,CA
YFS,Fort Simpson Airport,Fort Simpson,61.76020050048828,-121.23699951171876,CA
YGK,Kingston Norman Rogers Airport,Kingston,44.2253,-76.596901,CA
YGL,La Grande Rivière Airport,La Grande Rivière,53.625301361083984,-77.7042007446289,CA
YGM,Gimli Industrial Park Airport,Gimli,50.62810134887695,-97.04329681396484,CA
YGP,Michel-Pouliot Gaspé Airport,Gaspé,48.774915,-64.481893,CA
YGQ,Geraldton Greenstone Regional Airport,Geraldton,49.77830123901367,-86.93939971923828,CA
YGR,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,47.425242,-61.778612,CA
YGV,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,50.281898,-63.611401,CA
YGW,Kuujjuarapik Airport,Kuujjuarapik,55.28189849853516,-77.76529693603516,CA
YHD,Dryden Regional Airport,Dryden,49.831699,-92.744202,CA
YHF,Hearst René Fontaine Municipal Airport,Hearst,49.71419906616211,-83.68609619140625,CA
YHM,John C. Munro Hamilton International Airport,Hamilton,43.17348,-79.931185,CA
YHN,Hornepayne Municipal Airport,Hornepayne,49.19309997558594,-84.75890350341797,CA
YHT,Haines Junction Airport,Haines Junction,60.7892,-137.546005,CA
YHU,Montréal / Saint-Hubert Metropolitan Airport,Montréal,45.517502,-73.416901,CA
YHY,Hay River / Merlyn Carter Airport,Hay River,60.8396987915,-115.782997131,CA
YHZ,Halifax / Stanfield International Airport,Halifax,44.8807983398,-63.5085983276,CA
YIB,Atikokan Municipal Airport,Atikokan,48.773899,-91.638603,CA
YDG,Digby / Annapolis Regional Airport,Digby,44.5458450365,-65.7854247093,CA
YIF,St Augustin Airport,St-Augustin,51.2117,-58.658298,CA
YIV,Island Lake Airport,Island Lake,53.857200622558594,-94.65360260009766,CA
YJF,Fort Liard Airport,Fort Liard,60.2358016968,-123.46900177,CA
YJN,St Jean Airport,St Jean,45.29439926147461,-73.28109741210938,CA
YJT,Stephenville Dymond International Airport,Stephenville,48.54339,-58.552892,CA
YKA,Kamloops John Moose Fulton Field Regional Airport,Kamloops,50.703038,-120.448641,CA
YKF,Region of Waterloo International Airport,Breslau,43.4608,-80.378601,CA
YKJ,Key Lake Airport,Key Lake,57.25609970092773,-105.61799621582033,CA
YKL,Schefferville Airport,Schefferville,54.805301666259766,-66.8052978515625,CA
YKD,Kincardine Municipal Airport,Kincardine,44.201401,-81.606697,CA
YKX,Kirkland Lake Airport,Kirkland Lake,48.21030044555664,-79.98139953613281,CA
YKY,Kindersley Airport,Kindersley,51.5175018311,-109.180999756,CA
YLD,Chapleau Airport,Chapleau,47.81999969482422,-83.3467025756836,CA
YLJ,Meadow Lake Airport,Meadow Lake,54.125301361083984,-108.52300262451172,CA
YLL,Lloydminster Airport,Lloydminster,53.3092,-110.072998,CA
YLR,Leaf Rapids Airport,Leaf Rapids,56.513301849365234,-99.98529815673828,CA
YLK,Barrie-Lake Simcoe Regional Airport,Barrie,44.485056,-79.554663,CA
YLT,Alert Airport,Alert,82.517263,-62.283037,CA
YLW,Kelowna International Airport,Kelowna,49.9561,-119.377998,CA
YMA,Mayo Airport,Mayo,63.61640167236328,-135.8679962158203,CA
YME,Matane Airport,Matane,48.85689926147461,-67.45330047607422,CA
YMG,Manitouwadge Airport,Manitouwadge,49.08390045166016,-85.86060333251953,CA
YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,50.330299377441406,-105.55899810791016,CA
YML,Charlevoix Airport,Charlevoix,47.59749984741211,-70.2238998413086,CA
YMM,Fort McMurray International Airport,Fort McMurray,56.653301,-111.222,CA
YMO,Moosonee Airport,Moosonee,51.29109954833984,-80.60780334472656,CA
YMT,Chapais Airport,Chibougamau,49.77190017700195,-74.5280990600586,CA
YMX,Montreal Mirabel International Airport,Montréal,45.679501,-74.038696,CA
YNA,Natashquan Airport,Natashquan,50.190114,-61.78898,CA
YND,Ottawa / Gatineau Airport,Gatineau,45.521702,-75.563599,CA
YLY,Langley Airport,Langley,49.1008,-122.630997,CA
YNL,Points North Landing Airport,Points North Landing,58.27669906616211,-104.08200073242188,CA
YNM,Matagami Airport,Matagami,49.76169967651367,-77.80280303955078,CA
YOA,Ekati Airport,Ekati,64.6988983154,-110.614997864,CA
YOD,CFB Cold Lake,Cold Lake,54.40499877929688,-110.27899932861328,CA
YOJ,High Level Airport,High Level,58.62139892578125,-117.16500091552734,CA
YOO,Oshawa Executive Airport,Oshawa,43.922798,-78.894997,CA
YOP,Rainbow Lake Airport,Rainbow Lake,58.491402,-119.407997,CA
YOS,Owen Sound / Billy Bishop Regional Airport,Owen Sound,44.5903015137,-80.8375015259,CA
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,45.322498,-75.669197,CA
YPA,Prince Albert Glass Field,Prince Albert,53.2141990662,-105.672996521,CA
YPS,Port Hawkesbury Airport,Port Hawkesbury,45.6567001343,-61.3680992126,CA
YPE,Peace River Airport,Peace River,56.226898,-117.446999,CA
YPG,Portage-la-Prairie / Southport Airport,Portage la Prairie,49.903099,-98.273817,CA
YPL,Pickle Lake Airport,Pickle Lake,51.4463996887207,-90.21420288085938,CA
YPN,Port-Menier Airport,Port-Menier,49.836399,-64.288597,CA
YPQ,Peterborough Regional Airport,Peterborough,44.232251,-78.362053,CA
YPR,Prince Rupert Airport,Prince Rupert,54.2860984802,-130.445007324,CA
YPW,Powell River Airport,Powell River,49.83420181274414,-124.5,CA
YPX,Puvirnituq Airport,Puvirnituq,60.050598,-77.286903,CA
YPY,Fort Chipewyan Airport,Fort Chipewyan,58.7672004699707,-111.11699676513672,CA
YPZ,Burns Lake Airport,Burns Lake,54.3764,-125.950996,CA
YQA,Muskoka Airport,Gravenhurst,44.975376,-79.306546,CA
YQB,Quebec Jean Lesage International Airport,Quebec,46.7911,-71.393303,CA
YQD,The Pas Airport,The Pas,53.97140121459961,-101.09100341796876,CA
YQF,Red Deer Regional Airport,Springbrook,52.182201,-113.893997,CA
YQG,Windsor International Airport,Windsor,42.2756,-82.955597,CA
YQH,Watson Lake Airport,Watson Lake,60.116839,-128.821993,CA
YQI,Yarmouth Airport,Yarmouth,43.82690048217773,-66.08809661865234,CA
YQK,Kenora Airport,Kenora,49.78829956054688,-94.36309814453124,CA
YQL,Lethbridge County Airport,Lethbridge,49.6302986145,-112.800003052,CA
YQM,Greater Moncton Roméo LeBlanc International Airport,Moncton,46.113189,-64.67719,CA
YQN,Nakina Airport,Nakina,50.18280029296875,-86.69640350341797,CA
YQQ,Comox Valley International Airport / CFB Comox,Comox,49.7108,-124.887001,CA
YQR,Regina International Airport,Regina,50.431938,-104.660906,CA
YQS,St Thomas Municipal Airport,St Thomas,42.77000045776367,-81.11080169677734,CA
YQT,Thunder Bay International Airport,Thunder Bay,48.371899,-89.323898,CA
YQU,Grande Prairie Airport,Grande Prairie,55.1796989441,-118.885002136,CA
YQV,Yorkton Municipal Airport,Yorkton,51.26470184326172,-102.46199798583984,CA
YQW,North Battleford Airport,North Battleford,52.769409,-108.243742,CA
YQX,Gander International Airport,Gander,48.936258,-54.567719,CA
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,46.1614,-60.047798,CA
YQZ,Quesnel Airport,Quesnel,53.026100158691406,-122.51000213623048,CA
YRB,Resolute Bay Airport,Resolute Bay,74.7169036865,-94.9693984985,CA
YRI,Rivière-du-Loup Airport,Rivière-du-Loup,47.76440048217773,-69.58470153808594,CA
YRJ,Roberval Airport,Roberval,48.519665,-72.265735,CA
YRL,Red Lake Airport,Red Lake,51.06689834594727,-93.79309844970705,CA
YRO,Ottawa / Rockcliffe Airport,Ottawa,45.460496,-75.644001,CA
YRQ,Trois-Rivières Airport,Trois-Rivières,46.35279846191406,-72.67939758300781,CA
YRT,Rankin Inlet Airport,Rankin Inlet,62.8114013672,-92.1157989502,CA
YRV,Revelstoke Airport,Revelstoke,50.962245,-118.184258,CA
YSB,Sudbury Airport,Sudbury,46.625,-80.79889678955078,CA
YSC,Sherbrooke Airport,Sherbrooke,45.438599,-71.691399,CA
YSF,Stony Rapids Airport,Stony Rapids,59.250301361083984,-105.84100341796876,CA
YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,44.945801,-75.940598,CA
YSJ,Saint John Airport,Saint John,45.31610107421875,-65.89029693603516,CA
YSL,Saint-Léonard Airport,Saint-Léonard,47.157097,-67.836242,CA
YSM,Fort Smith Airport,Fort Smith,60.020302,-111.961998,CA
YCM,Niagara District Airport,Niagara-on-the-Lake,43.191598,-79.171686,CA
YSP,Marathon Airport,Marathon,48.75529861450195,-86.34439849853516,CA
YSU,Summerside Airport,Slemon Park,46.440601,-63.833599,CA
YTA,Pembroke Airport,Pembroke,45.86439895629883,-77.25170135498047,CA
YTF,Alma Airport,Alma,48.5089,-71.641899,CA
YTH,Thompson Airport,Thompson,55.80110168457031,-97.86419677734376,CA
YTR,CFB Trenton,Trenton,44.118900299072266,-77.5280990600586,CA
YTS,Timmins/Victor M. Power,Timmins,48.5696983337,-81.376701355,CA
YTZ,Billy Bishop Toronto City Airport,Toronto,43.627852,-79.39553,CA
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,45.467837,-73.742294,CA
YUX,Hall Beach Airport,Sanirajak,68.7761,-81.2425,CA
YUY,Rouyn Noranda Airport,Rouyn-Noranda,48.20610046386719,-78.83560180664062,CA
YVB,Bonaventure Airport,Bonaventure,48.071098,-65.460297,CA
YVC,La Ronge Airport,La Ronge,55.1514015198,-105.262001038,CA
YVE,Vernon Regional Airport,Vernon,50.246163,-119.330963,CA
YVO,Val-d'Or Airport,Val-d'Or,48.0532989502,-77.7827987671,CA
YVP,Kuujjuaq Airport,Kuujjuaq,58.096099853515625,-68.4269027709961,CA
YVQ,Norman Wells Airport,Norman Wells,65.28160095214844,-126.7979965209961,CA
YVR,Vancouver International Airport,Vancouver,49.193901,-123.183998,CA
YVV,Wiarton Airport,Wiarton,44.7458,-81.107201,CA
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,49.9099998474,-97.2398986816,CA
YWK,Wabush Airport,Wabush,52.92190170288086,-66.8644027709961,CA
YWL,Williams Lake Airport,Williams Lake,52.1831016541,-122.054000854,CA
YWY,Wrigley Airport,Wrigley,63.20940017700195,-123.43699645996094,CA
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,49.610802,-115.781998,CA
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,52.170723,-106.700793,CA
YXH,Medicine Hat Regional Airport,Medicine Hat,50.018902,-110.721001,CA
YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,56.238098,-120.739998,CA
YXK,Rimouski Airport,Rimouski,48.477644,-68.496323,CA
YXL,Sioux Lookout Airport,Sioux Lookout,50.11389923095703,-91.9052963256836,CA
YXQ,Beaver Creek Airport,Beaver Creek,62.410301208496094,-140.86700439453125,CA
YXR,Earlton (Timiskaming Regional) Airport,Earlton,47.6974006546,-79.8473453522,CA
YXS,Prince George (International) Airport,Prince George,53.884311,-122.666554,CA
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,54.468498,-128.576009,CA
YXU,London International Airport,London,43.032845,-81.149003,CA
YXX,Abbotsford International Airport,Abbotsford,49.025299,-122.361,CA
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,60.708533,-135.065705,CA
YXZ,Wawa Airport,Wawa,47.96670150756836,-84.78669738769531,CA
YYB,North Bay Jack Garland Airport,North Bay,46.363602,-79.422798,CA
YYC,Calgary International Airport,Calgary,51.118822,-114.009933,CA
YYD,Smithers Airport,Smithers,54.82469940185547,-127.18299865722656,CA
YYE,Fort Nelson Airport,Fort Nelson,58.8363990784,-122.597000122,CA
YYF,Penticton Airport,Penticton,49.46310043334961,-119.60199737548828,CA
YYG,Charlottetown Airport,Charlottetown,46.288911,-63.125174,CA
YYJ,Victoria International Airport,Victoria,48.647201,-123.427792,CA
YYL,Lynn Lake Airport,Lynn Lake,56.86389923095703,-101.07599639892578,CA
YYN,Swift Current Airport,Swift Current,50.2919006348,-107.691001892,CA
YYQ,Churchill Airport,Churchill,58.739200592041016,-94.06500244140624,CA
YYR,Goose Bay Airport,Goose Bay,53.3191986084,-60.4258003235,CA
YYT,St. John's International Airport,St. John's,47.618599,-52.7519,CA
YYU,Kapuskasing Airport,Kapuskasing,49.411587,-82.469645,CA
YYW,Armstrong Airport,Armstrong,50.29029846191406,-88.90969848632812,CA
YYY,Mont Joli Airport,Mont-Joli,48.60860061645508,-68.20809936523438,CA
YYZ,Toronto Pearson International Airport,Toronto,43.675935,-79.629421,CA
YZE,Gore Bay Manitoulin Airport,Gore Bay,45.8853,-82.567802,CA
YZF,Yellowknife International Airport,Yellowknife,62.462799,-114.440002,CA
YZH,Slave Lake Airport,Slave Lake,55.292945,-114.777276,CA
YZP,Sandspit Airport,Sandspit,53.25429916379999,-131.813995361,CA
YZR,Chris Hadfield Airport,Sarnia,42.999401,-82.308899,CA
YZS,Coral Harbour Airport,Coral Harbour,64.1932983398,-83.3593978882,CA
YZT,Port Hardy Airport,Port Hardy,50.68059921264648,-127.36699676513672,CA
YZU,Whitecourt Airport,Whitecourt,54.143902,-115.787003,CA
YZV,Sept-Îles Airport,Sept-Îles,50.22330093383789,-66.2656021118164,CA
YZW,Teslin Airport,Teslin,60.17279815673828,-132.7429962158203,CA
YZX,CFB Greenwood,Greenwood,44.98440170288086,-64.91690063476562,CA
YSN,Shuswap Regional Airport,Salmon Arm,50.682802,-119.228996,CA
YDT,Boundary Bay Airport,Delta,49.074338,-123.006877,CA
ZBF,Bathurst Airport,South Tetagouche,47.6297,-65.738899,CA
ZBM,Bromont (Roland Désourdy) Airport,Bromont,45.290798,-72.741402,CA
KES,Kelsey Airport,Kelsey,56.0374984741,-96.5096969604,CA
ZFA,Faro Airport,Faro,62.20750045776367,-133.37600708007812,CA
ZGF,Grand Forks Airport,Grand Forks,49.015598,-118.431,CA
ZJG,Jenpeg Airport,Jenpeg,54.51890182495117,-98.0460968017578,CA
ZJN,Swan River Airport,Swan River,52.120602,-101.236,CA
YTD,Thicket Portage Airport,Thicket Portage,55.31890106201172,-97.70780181884766,CA
PIW,Pikwitonei Airport,Pikwitonei,55.58890151977539,-97.16419982910156,CA
ZMT,Masset Airport,Masset,54.0275,-132.125,CA
WPC,Pincher Creek Airport,Pincher Creek,49.520429,-113.997002,CA
ZSJ,Sandy Lake Airport,Sandy Lake,53.06420135498047,-93.34439849853516,CA
ZST,Stewart Airport,Stewart,55.935410448,-129.982434511,CA
ZUC,Ignace Municipal Airport,Ignace,49.428204,-91.720418,CA
BUJ,Bou Saada Airport,Ouled Sidi Brahim,35.3325,4.20639,DZ
BJA,Soummam–Abane Ramdane Airport,Béjaïa,36.712547,5.069909,DZ
ALG,Houari Boumediene Airport,Algiers,36.693886,3.214531,DZ
DJG,Tiska Djanet Airport,Djanet,24.285448,9.463652,DZ
VVZ,Illizi Takhamalt Airport,Illizi,26.723499,8.62265,DZ
QSF,Ain Arnat Airport,Sétif,36.178488,5.329909,DZ
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,22.810992,5.450832,DZ
GJL,Jijel Ferhat Abbas Airport,Tahir,36.794125,5.873652,DZ
MZW,Mecheria Airport,Mecheria,33.535900116,-0.242353007197,DZ
AAE,Annaba Rabah Bitat Airport,Annaba,36.826781,7.81334,DZ
CZL,Mohamed Boudiaf International Airport,Constantine,36.276001,6.62039,DZ
TEE,Cheikh Larbi Tébessi Airport,Tébessi,35.4315986633,8.12071990967,DZ
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,35.752102,6.30859,DZ
HRM,Hassi R'Mel Airport,Hassi R'Mel,32.930401,3.31154,DZ
TID,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,35.341099,1.46315,DZ
TIN,Tindouf Airport,Tindouf,27.7003993988,-8.167099952700001,DZ
CFK,Chlef Aboubakr Belkaid International Airport,Chlef,36.216614,1.341114,DZ
TAF,Oran Tafraoui Airport,Tafraoui,35.5424,-0.532278,DZ
TLM,Zenata – Messali El Hadj Airport,Zenata,35.012732,-1.457117,DZ
ORN,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,35.620648,-0.622486,DZ
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,31.645700454711918,-2.269860029220581,DZ
MUW,Ghriss Airport,Ghriss,35.207699,0.147142,DZ
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,27.837601,-0.186414,DZ
BSK,Biskra - Mohamed Khider Airport,Biskra,34.79318,5.738899,DZ
ELG,El Golea Airport,El Menia,30.580732,2.861595,DZ
GHA,Noumérat - Moufdi Zakaria Airport,El Atteuf,32.384102,3.79411,DZ
HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,31.673,6.14044,DZ
INZ,In Salah Airport,In Salah,27.250999,2.51202,DZ
TGR,Touggourt Sidi Madhi Airport,Touggourt,33.067799,6.08867,DZ
LOO,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,33.7644,2.92834,DZ
ELU,Guemar Airport - مطار قمار بالوادي,Guemar,33.511398,6.77679,DZ
TMX,Timimoun Airport,Timimoun,29.237101,0.276033,DZ
OGX,Ain Beida Airport,Ouargla,31.9172,5.41278,DZ
IAM,Zarzaitine - In Aménas Airport,In Aménas,28.0515,9.64291,DZ
COO,Cotonou Cadjehoun International Airport,Cotonou,6.35723,2.38435,BJ
OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,12.3532,-1.51242,BF
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,11.1601,-4.33097,BF
ACC,Kotoka International Airport,Accra,5.605189800262451,-0.1667860001325607,GH
TML,Yakubu Tali International Airport,Tamale,9.553909,-0.86606,GH
KMS,Prempeh I International Airport,Kumasi,6.71456,-1.59082,GH
NYI,Sunyani Airport,Sunyani,7.36183,-2.32876,GH
TKD,Takoradi Airport,Sekondi-Takoradi,4.896059989929199,-1.7747600078582764,GH
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,5.26139,-3.92629,CI
BYK,Bouaké Airport,Bouaké,7.7388,-5.07367,CI
DJO,Daloa Airport,,6.79281,-6.47319,CI
HGO,Korhogo Airport,Korhogo,9.38718,-5.55666,CI
MJC,Man Airport,,7.27207,-7.58736,CI
SPY,San Pedro Airport,,4.74672,-6.66082,CI
ASK,Yamoussoukro International Airport,Yamoussoukro,6.90317,-5.36558,CI
DKA,Umaru Musa Yar'adua Airport,Katsina,13.0078,7.66045,NG
ABV,Nnamdi Azikiwe International Airport,Abuja,9.00679,7.26317,NG
QUO,Akwa Ibom International Airport,Uyo,4.8725,8.093,NG
AKR,Akure Airport,Akure,7.246739864349365,5.3010101318359375,NG
